n_estimators,learning_rate,accuracy,precision,recall,f1_score,roc_auc_score
40,0.005,0.8016528925619835,0.82,0.7321428571428571,0.7735849056603773,0.7968406593406594
40,0.01,0.8016528925619835,0.82,0.7321428571428571,0.7735849056603773,0.7968406593406594
40,0.02,0.8016528925619835,0.8076923076923077,0.75,0.7777777777777779,0.7980769230769231
40,0.03,0.8264462809917356,0.8301886792452831,0.7857142857142857,0.8073394495412844,0.8236263736263737
40,0.04,0.8347107438016529,0.8461538461538461,0.7857142857142857,0.8148148148148148,0.8313186813186813
40,0.05,0.859504132231405,0.8421052631578947,0.8571428571428571,0.8495575221238938,0.8593406593406594
40,0.075,0.8677685950413223,0.8703703703703703,0.8392857142857143,0.8545454545454546,0.8657967032967033
40,0.1,0.8842975206611571,0.875,0.875,0.875,0.8836538461538461
40,0.2,0.8760330578512396,0.8596491228070176,0.875,0.8672566371681416,0.8759615384615385
40,0.3,0.8842975206611571,0.875,0.875,0.875,0.8836538461538461
40,0.4,0.9008264462809917,0.8928571428571429,0.8928571428571429,0.8928571428571429,0.9002747252747252
40,0.5,0.8925619834710744,0.8771929824561403,0.8928571428571429,0.8849557522123894,0.8925824175824175
40,0.6,0.9090909090909091,0.8947368421052632,0.9107142857142857,0.9026548672566371,0.9092032967032966
40,0.7,0.8925619834710744,0.8909090909090909,0.875,0.8828828828828829,0.8913461538461538
40,0.8,0.9173553719008265,0.9107142857142857,0.9107142857142857,0.9107142857142857,0.9168956043956044
40,0.9,0.9008264462809917,0.8928571428571429,0.8928571428571429,0.8928571428571429,0.9002747252747252
40,1,0.859504132231405,0.819672131147541,0.8928571428571429,0.8547008547008548,0.8618131868131866
40,1.25,0.8512396694214877,0.8275862068965517,0.8571428571428571,0.8421052631578947,0.8516483516483516
40,1.5,0.8842975206611571,0.875,0.875,0.875,0.8836538461538461
40,1.75,0.8677685950413223,0.8448275862068966,0.875,0.8596491228070176,0.8682692307692308
40,2,0.19008264462809918,0.2,0.25,0.22222222222222224,0.1942307692307692
50,0.001,0.8016528925619835,0.82,0.7321428571428571,0.7735849056603773,0.7968406593406594
50,0.002,0.8016528925619835,0.82,0.7321428571428571,0.7735849056603773,0.7968406593406594
50,0.003,0.8016528925619835,0.82,0.7321428571428571,0.7735849056603773,0.7968406593406594
50,0.004,0.8016528925619835,0.82,0.7321428571428571,0.7735849056603773,0.7968406593406594
50,0.005,0.8016528925619835,0.82,0.7321428571428571,0.7735849056603773,0.7968406593406594
50,0.01,0.8016528925619835,0.82,0.7321428571428571,0.7735849056603773,0.7968406593406594
50,0.02,0.8347107438016529,0.8333333333333334,0.8035714285714286,0.8181818181818182,0.8325549450549451
50,0.03,0.8347107438016529,0.8461538461538461,0.7857142857142857,0.8148148148148148,0.8313186813186813
50,0.04,0.859504132231405,0.8421052631578947,0.8571428571428571,0.8495575221238938,0.8593406593406594
50,0.05,0.859504132231405,0.8545454545454545,0.8392857142857143,0.8468468468468467,0.8581043956043957
50,0.075,0.8925619834710744,0.8771929824561403,0.8928571428571429,0.8849557522123894,0.8925824175824175
50,0.1,0.8760330578512396,0.8596491228070176,0.875,0.8672566371681416,0.8759615384615385
50,0.2,0.8760330578512396,0.8727272727272727,0.8571428571428571,0.8648648648648648,0.8747252747252747
50,0.3,0.8842975206611571,0.875,0.875,0.875,0.8836538461538461
50,0.4,0.9008264462809917,0.8928571428571429,0.8928571428571429,0.8928571428571429,0.9002747252747252
50,0.5,0.8842975206611571,0.875,0.875,0.875,0.8836538461538461
50,0.6,0.9173553719008265,0.9107142857142857,0.9107142857142857,0.9107142857142857,0.9168956043956044
50,0.7,0.9090909090909091,0.9090909090909091,0.8928571428571429,0.9009009009009009,0.907967032967033
50,0.8,0.9090909090909091,0.8947368421052632,0.9107142857142857,0.9026548672566371,0.9092032967032966
50,0.9,0.8842975206611571,0.8620689655172413,0.8928571428571429,0.8771929824561403,0.8848901098901099
50,1,0.8677685950413223,0.8448275862068966,0.875,0.8596491228070176,0.8682692307692308
50,1.25,0.859504132231405,0.819672131147541,0.8928571428571429,0.8547008547008548,0.8618131868131866
50,1.5,0.9338842975206612,0.9615384615384616,0.8928571428571429,0.9259259259259259,0.931043956043956
50,1.75,0.859504132231405,0.8095238095238095,0.9107142857142857,0.8571428571428571,0.8630494505494505
50,2,0.19008264462809918,0.2,0.25,0.22222222222222224,0.1942307692307692
75,0.001,0.8016528925619835,0.82,0.7321428571428571,0.7735849056603773,0.7968406593406594
75,0.002,0.8016528925619835,0.82,0.7321428571428571,0.7735849056603773,0.7968406593406594
75,0.003,0.8016528925619835,0.82,0.7321428571428571,0.7735849056603773,0.7968406593406594
75,0.004,0.8016528925619835,0.82,0.7321428571428571,0.7735849056603773,0.7968406593406594
75,0.005,0.8016528925619835,0.82,0.7321428571428571,0.7735849056603773,0.7968406593406594
75,0.01,0.8099173553719008,0.8367346938775511,0.7321428571428571,0.7809523809523811,0.8045329670329671
75,0.02,0.8347107438016529,0.8461538461538461,0.7857142857142857,0.8148148148148148,0.8313186813186813
75,0.03,0.8512396694214877,0.8392857142857143,0.8392857142857143,0.8392857142857143,0.850412087912088
75,0.04,0.8925619834710744,0.8909090909090909,0.875,0.8828828828828829,0.8913461538461538
75,0.05,0.8760330578512396,0.8727272727272727,0.8571428571428571,0.8648648648648648,0.8747252747252747
75,0.075,0.8760330578512396,0.8596491228070176,0.875,0.8672566371681416,0.8759615384615385
75,0.1,0.8842975206611571,0.875,0.875,0.875,0.8836538461538461
75,0.2,0.8925619834710744,0.8909090909090909,0.875,0.8828828828828829,0.8913461538461538
75,0.3,0.9008264462809917,0.8928571428571429,0.8928571428571429,0.8928571428571429,0.9002747252747252
75,0.4,0.9008264462809917,0.8928571428571429,0.8928571428571429,0.8928571428571429,0.9002747252747252
75,0.5,0.8842975206611571,0.875,0.875,0.875,0.8836538461538461
75,0.6,0.9173553719008265,0.9259259259259259,0.8928571428571429,0.9090909090909091,0.9156593406593406
75,0.7,0.9090909090909091,0.8947368421052632,0.9107142857142857,0.9026548672566371,0.9092032967032966
75,0.8,0.9008264462809917,0.8928571428571429,0.8928571428571429,0.8928571428571429,0.9002747252747252
75,0.9,0.9008264462809917,0.9074074074074074,0.875,0.8909090909090909,0.8990384615384616
75,1,0.8842975206611571,0.8620689655172413,0.8928571428571429,0.8771929824561403,0.8848901098901099
75,1.25,0.859504132231405,0.819672131147541,0.8928571428571429,0.8547008547008548,0.8618131868131866
75,1.5,0.9090909090909091,0.9245283018867925,0.875,0.8990825688073395,0.9067307692307692
75,1.75,0.8760330578512396,0.847457627118644,0.8928571428571429,0.8695652173913044,0.8771978021978022
75,2,0.7933884297520661,0.803921568627451,0.7321428571428571,0.766355140186916,0.7891483516483517
100,0.001,0.8016528925619835,0.82,0.7321428571428571,0.7735849056603773,0.7968406593406594
100,0.002,0.8016528925619835,0.82,0.7321428571428571,0.7735849056603773,0.7968406593406594
100,0.003,0.8016528925619835,0.82,0.7321428571428571,0.7735849056603773,0.7968406593406594
100,0.004,0.8016528925619835,0.82,0.7321428571428571,0.7735849056603773,0.7968406593406594
100,0.005,0.8016528925619835,0.82,0.7321428571428571,0.7735849056603773,0.7968406593406594
100,0.01,0.8347107438016529,0.8333333333333334,0.8035714285714286,0.8181818181818182,0.8325549450549451
100,0.02,0.8512396694214877,0.8392857142857143,0.8392857142857143,0.8392857142857143,0.850412087912088
100,0.03,0.8677685950413223,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8670329670329671
100,0.04,0.8842975206611571,0.875,0.875,0.875,0.8836538461538461
100,0.05,0.8760330578512396,0.8596491228070176,0.875,0.8672566371681416,0.8759615384615385
100,0.075,0.8760330578512396,0.8596491228070176,0.875,0.8672566371681416,0.8759615384615385
100,0.1,0.8842975206611571,0.875,0.875,0.875,0.8836538461538461
100,0.2,0.8925619834710744,0.8771929824561403,0.8928571428571429,0.8849557522123894,0.8925824175824175
100,0.3,0.9008264462809917,0.8928571428571429,0.8928571428571429,0.8928571428571429,0.9002747252747252
100,0.4,0.8925619834710744,0.8771929824561403,0.8928571428571429,0.8849557522123894,0.8925824175824175
100,0.5,0.8842975206611571,0.875,0.875,0.875,0.8836538461538461
100,0.6,0.9090909090909091,0.9090909090909091,0.8928571428571429,0.9009009009009009,0.907967032967033
100,0.7,0.9008264462809917,0.8928571428571429,0.8928571428571429,0.8928571428571429,0.9002747252747252
100,0.8,0.9256198347107438,0.9122807017543859,0.9285714285714286,0.9203539823008849,0.9258241758241759
100,0.9,0.8842975206611571,0.875,0.875,0.875,0.8836538461538461
100,1,0.8677685950413223,0.8333333333333334,0.8928571428571429,0.8620689655172413,0.8695054945054944
100,1.25,0.859504132231405,0.819672131147541,0.8928571428571429,0.8547008547008548,0.8618131868131866
100,1.5,0.9008264462809917,0.8928571428571429,0.8928571428571429,0.8928571428571429,0.9002747252747252
100,1.75,0.8842975206611571,0.875,0.875,0.875,0.8836538461538461
100,2,0.19008264462809918,0.2,0.25,0.22222222222222224,0.1942307692307692
